Age,Age_Band ,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHome_Band,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,HourlyRate_Band,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome_Band,MonthlyRate,NumCompaniesWorked,NumCompaniesWorked_Band,Over18,OverTime,PercentSalaryHike,PercentSalaryHike_Band,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TotalWorkingYears_Band,TrainingTimesLastYear,TrainingTimesLastYear_Band,WorkLifeBalance,YearsAtCompany,YearsAtCompany_Band,YearsInCurrentRole,YearsInCurrentRole_Band,YearsSinceLastPromotion,YearsSinceLastPromotion_Band,YearsWithCurrManager,YearsWithCurrManager_Band
51,>50 yrs old,No,Travel_Rarely,1302,Research & Development,2,0-10KM,3,Medical,1,408,4,Male,84,RM61-RM90,1,2,Manufacturing Director,2,Divorced,5482,RM5001-RM10000,16321,5,3-5,Y,No,18,16-20%,3,4,80,1,13,>9 years,3,3-5 hours,3,4,4-6 years,1,0-3 years,1,0-3 years,2,0-3 years
41,41-50 yrs old,No,Travel_Rarely,334,Sales,2,0-10KM,4,Life Sciences,1,410,4,Male,88,RM61-RM90,3,4,Manager,2,Single,16015,>RM15000,15896,1,0-2,Y,No,19,16-20%,3,2,80,0,22,>9 years,2,0-2 hours,3,22,>9 years,10,>9 years,0,0-3 years,4,4-6 years
18,<=20 yrs old,No,Travel_Rarely,812,Sales,10,0-10KM,3,Medical,1,411,4,Female,69,RM61-RM90,2,1,Sales Representative,3,Single,1200,RM0-RM5000,9724,1,0-2,Y,No,12,11-15%,3,1,80,0,0,0-3 years,2,0-2 hours,3,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
28,21-30 yrs old,No,Travel_Rarely,1476,Research & Development,16,11-20KM,2,Medical,1,412,2,Male,68,RM61-RM90,4,2,Healthcare Representative,1,Single,5661,RM5001-RM10000,4824,0,0-2,Y,No,19,16-20%,3,3,80,0,9,7-9 years,2,0-2 hours,3,8,7-9 years,3,0-3 years,0,0-3 years,7,7-9 years
31,31-40 yrs old,No,Travel_Rarely,218,Sales,7,0-10KM,3,Technical Degree,1,416,2,Male,100,>RM90,4,2,Sales Executive,4,Married,6929,RM5001-RM10000,12241,4,3-5,Y,No,11,11-15%,3,2,80,1,10,>9 years,3,3-5 hours,2,8,7-9 years,7,7-9 years,7,7-9 years,7,7-9 years
39,31-40 yrs old,No,Travel_Rarely,1132,Research & Development,1,0-10KM,3,Medical,1,417,3,Male,48,RM31-RM60,4,3,Healthcare Representative,4,Divorced,9613,RM5001-RM10000,10942,0,0-2,Y,No,17,16-20%,3,1,80,3,19,>9 years,5,3-5 hours,2,18,>9 years,10,>9 years,3,0-3 years,7,7-9 years
36,31-40 yrs old,No,Non-Travel,1105,Research & Development,24,>20KM,4,Life Sciences,1,419,2,Female,47,RM31-RM60,3,2,Laboratory Technician,2,Married,5674,RM5001-RM10000,6927,7,>5,Y,No,15,11-15%,3,3,80,1,11,>9 years,3,3-5 hours,3,9,7-9 years,8,7-9 years,0,0-3 years,8,7-9 years
32,31-40 yrs old,No,Travel_Rarely,906,Sales,7,0-10KM,3,Life Sciences,1,420,4,Male,91,>RM90,2,2,Sales Executive,3,Married,5484,RM5001-RM10000,16985,1,0-2,Y,No,14,11-15%,3,3,80,1,13,>9 years,3,3-5 hours,2,13,>9 years,8,7-9 years,4,4-6 years,8,7-9 years
38,31-40 yrs old,No,Travel_Rarely,849,Research & Development,25,>20KM,2,Life Sciences,1,421,1,Female,81,RM61-RM90,2,3,Research Director,2,Married,12061,RM10001-RM15000,26707,3,3-5,Y,No,17,16-20%,3,3,80,1,19,>9 years,2,0-2 hours,3,10,>9 years,8,7-9 years,0,0-3 years,1,0-3 years
58,>50 yrs old,No,Non-Travel,390,Research & Development,1,0-10KM,4,Life Sciences,1,422,4,Male,32,RM31-RM60,1,2,Healthcare Representative,3,Divorced,5660,RM5001-RM10000,17056,2,0-2,Y,Yes,13,11-15%,3,4,80,1,12,>9 years,2,0-2 hours,3,5,4-6 years,3,0-3 years,1,0-3 years,2,0-3 years
31,31-40 yrs old,No,Travel_Rarely,691,Research & Development,5,0-10KM,4,Technical Degree,1,423,3,Male,86,RM61-RM90,3,1,Research Scientist,4,Married,4821,RM0-RM5000,10077,0,0-2,Y,Yes,12,11-15%,3,3,80,1,6,4-6 years,4,3-5 hours,3,5,4-6 years,2,0-3 years,0,0-3 years,3,0-3 years
31,31-40 yrs old,No,Travel_Rarely,106,Human Resources,2,0-10KM,3,Human Resources,1,424,1,Male,62,RM61-RM90,2,2,Human Resources,1,Married,6410,RM5001-RM10000,17822,3,3-5,Y,No,12,11-15%,3,4,80,0,9,7-9 years,1,0-2 hours,3,2,0-3 years,2,0-3 years,1,0-3 years,0,0-3 years
45,41-50 yrs old,No,Travel_Frequently,1249,Research & Development,7,0-10KM,3,Life Sciences,1,425,1,Male,97,>RM90,3,3,Laboratory Technician,1,Divorced,5210,RM5001-RM10000,20308,1,0-2,Y,No,18,16-20%,3,1,80,1,24,>9 years,2,0-2 hours,3,24,>9 years,9,7-9 years,9,7-9 years,11,>9 years
31,31-40 yrs old,No,Travel_Rarely,192,Research & Development,2,0-10KM,4,Life Sciences,1,426,3,Male,32,RM31-RM60,3,1,Research Scientist,4,Divorced,2695,RM0-RM5000,7747,0,0-2,Y,Yes,18,16-20%,3,2,80,1,3,0-3 years,2,0-2 hours,1,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
33,31-40 yrs old,No,Travel_Frequently,553,Research & Development,5,0-10KM,4,Life Sciences,1,428,4,Female,74,RM61-RM90,3,3,Manager,2,Married,11878,RM10001-RM15000,23364,6,>5,Y,No,11,11-15%,3,2,80,2,12,>9 years,2,0-2 hours,3,10,>9 years,6,4-6 years,8,7-9 years,8,7-9 years
39,31-40 yrs old,No,Travel_Rarely,117,Research & Development,10,0-10KM,1,Medical,1,429,3,Male,99,>RM90,3,4,Manager,1,Married,17068,>RM15000,5355,1,0-2,Y,Yes,14,11-15%,3,4,80,0,21,>9 years,3,3-5 hours,3,21,>9 years,9,7-9 years,11,>9 years,10,>9 years
43,41-50 yrs old,No,Travel_Frequently,185,Research & Development,10,0-10KM,4,Life Sciences,1,430,3,Female,33,RM31-RM60,3,1,Laboratory Technician,4,Single,2455,RM0-RM5000,10675,0,0-2,Y,No,19,16-20%,3,1,80,0,9,7-9 years,5,3-5 hours,3,8,7-9 years,7,7-9 years,1,0-3 years,7,7-9 years
49,41-50 yrs old,No,Travel_Rarely,1091,Research & Development,1,0-10KM,2,Technical Degree,1,431,3,Female,90,RM61-RM90,2,4,Healthcare Representative,3,Single,13964,RM10001-RM15000,17810,7,>5,Y,Yes,12,11-15%,3,4,80,0,25,>9 years,2,0-2 hours,3,7,7-9 years,1,0-3 years,0,0-3 years,7,7-9 years
52,>50 yrs old,Yes,Travel_Rarely,723,Research & Development,8,0-10KM,4,Medical,1,433,3,Male,85,RM61-RM90,2,2,Research Scientist,2,Married,4941,RM0-RM5000,17747,2,0-2,Y,No,15,11-15%,3,1,80,0,11,>9 years,3,3-5 hours,2,8,7-9 years,2,0-3 years,7,7-9 years,7,7-9 years
27,21-30 yrs old,No,Travel_Rarely,1220,Research & Development,5,0-10KM,3,Life Sciences,1,434,3,Female,85,RM61-RM90,3,1,Research Scientist,2,Single,2478,RM0-RM5000,20938,1,0-2,Y,Yes,12,11-15%,3,2,80,0,4,4-6 years,2,0-2 hours,2,4,4-6 years,3,0-3 years,1,0-3 years,2,0-3 years
32,31-40 yrs old,No,Travel_Rarely,588,Sales,8,0-10KM,2,Technical Degree,1,436,3,Female,65,RM61-RM90,2,2,Sales Executive,2,Married,5228,RM5001-RM10000,24624,1,0-2,Y,Yes,11,11-15%,3,4,80,0,13,>9 years,2,0-2 hours,3,13,>9 years,12,>9 years,11,>9 years,9,7-9 years
27,21-30 yrs old,No,Travel_Rarely,1377,Sales,2,0-10KM,3,Life Sciences,1,437,4,Male,74,RM61-RM90,3,2,Sales Executive,3,Single,4478,RM0-RM5000,5242,1,0-2,Y,Yes,11,11-15%,3,1,80,0,5,4-6 years,3,3-5 hours,3,5,4-6 years,4,4-6 years,0,0-3 years,4,4-6 years
31,31-40 yrs old,No,Travel_Rarely,691,Sales,7,0-10KM,3,Marketing,1,438,4,Male,73,RM61-RM90,3,2,Sales Executive,4,Divorced,7547,RM5001-RM10000,7143,4,3-5,Y,No,12,11-15%,3,4,80,3,13,>9 years,3,3-5 hours,3,7,7-9 years,7,7-9 years,1,0-3 years,7,7-9 years
32,31-40 yrs old,No,Travel_Rarely,1018,Research & Development,2,0-10KM,4,Medical,1,439,1,Female,74,RM61-RM90,4,2,Research Scientist,4,Single,5055,RM5001-RM10000,10557,7,>5,Y,No,16,16-20%,3,3,80,0,10,>9 years,0,0-2 hours,2,7,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
28,21-30 yrs old,Yes,Travel_Rarely,1157,Research & Development,2,0-10KM,4,Medical,1,440,1,Male,84,RM61-RM90,1,1,Research Scientist,4,Married,3464,RM0-RM5000,24737,5,3-5,Y,Yes,13,11-15%,3,4,80,0,5,4-6 years,4,3-5 hours,2,3,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
30,21-30 yrs old,No,Travel_Rarely,1275,Research & Development,28,>20KM,2,Medical,1,441,4,Female,64,RM61-RM90,3,2,Research Scientist,4,Married,5775,RM5001-RM10000,11934,1,0-2,Y,No,13,11-15%,3,4,80,2,11,>9 years,2,0-2 hours,3,10,>9 years,8,7-9 years,1,0-3 years,9,7-9 years
31,31-40 yrs old,No,Travel_Frequently,798,Research & Development,7,0-10KM,2,Life Sciences,1,442,3,Female,48,RM31-RM60,2,3,Manufacturing Director,3,Married,8943,RM5001-RM10000,14034,1,0-2,Y,No,24,>20%,4,1,80,1,10,>9 years,2,0-2 hours,3,10,>9 years,9,7-9 years,8,7-9 years,9,7-9 years
39,31-40 yrs old,No,Travel_Frequently,672,Research & Development,7,0-10KM,2,Medical,1,444,3,Male,54,RM31-RM60,2,5,Manager,4,Married,19272,>RM15000,21141,1,0-2,Y,No,15,11-15%,3,1,80,1,21,>9 years,2,0-2 hours,3,21,>9 years,9,7-9 years,13,>9 years,3,0-3 years
39,31-40 yrs old,Yes,Travel_Rarely,1162,Sales,3,0-10KM,2,Medical,1,445,4,Female,41,RM31-RM60,3,2,Sales Executive,3,Married,5238,RM5001-RM10000,17778,4,3-5,Y,Yes,18,16-20%,3,1,80,0,12,>9 years,3,3-5 hours,2,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
33,31-40 yrs old,No,Travel_Frequently,508,Sales,10,0-10KM,3,Marketing,1,446,2,Male,46,RM31-RM60,2,2,Sales Executive,4,Single,4682,RM0-RM5000,4317,3,3-5,Y,No,14,11-15%,3,3,80,0,9,7-9 years,6,>5 hours,2,7,7-9 years,7,7-9 years,0,0-3 years,1,0-3 years
47,41-50 yrs old,No,Travel_Rarely,1482,Research & Development,5,0-10KM,5,Life Sciences,1,447,4,Male,42,RM31-RM60,3,5,Research Director,3,Married,18300,>RM15000,16375,4,3-5,Y,No,11,11-15%,3,2,80,1,21,>9 years,2,0-2 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,1,0-3 years
43,41-50 yrs old,No,Travel_Frequently,559,Research & Development,10,0-10KM,4,Life Sciences,1,448,3,Female,82,RM61-RM90,2,2,Laboratory Technician,3,Divorced,5257,RM5001-RM10000,6227,1,0-2,Y,No,11,11-15%,3,2,80,1,9,7-9 years,3,3-5 hours,4,9,7-9 years,7,7-9 years,0,0-3 years,0,0-3 years
27,21-30 yrs old,No,Non-Travel,210,Sales,1,0-10KM,1,Marketing,1,449,3,Male,73,RM61-RM90,3,2,Sales Executive,2,Married,6349,RM5001-RM10000,22107,0,0-2,Y,Yes,13,11-15%,3,4,80,1,6,4-6 years,0,0-2 hours,3,5,4-6 years,4,4-6 years,1,0-3 years,4,4-6 years
54,>50 yrs old,No,Travel_Frequently,928,Research & Development,20,11-20KM,4,Life Sciences,1,450,4,Female,31,RM31-RM60,3,2,Research Scientist,3,Single,4869,RM0-RM5000,16885,3,3-5,Y,No,12,11-15%,3,4,80,0,20,>9 years,4,3-5 hours,2,4,4-6 years,3,0-3 years,0,0-3 years,3,0-3 years
43,41-50 yrs old,No,Travel_Rarely,1001,Research & Development,7,0-10KM,3,Life Sciences,1,451,3,Female,43,RM31-RM60,3,3,Healthcare Representative,1,Married,9985,RM5001-RM10000,9262,8,>5,Y,No,16,16-20%,3,1,80,1,10,>9 years,1,0-2 hours,2,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
45,41-50 yrs old,No,Travel_Rarely,549,Research & Development,8,0-10KM,4,Other,1,452,4,Male,75,RM61-RM90,3,2,Research Scientist,4,Married,3697,RM0-RM5000,9278,9,>5,Y,No,14,11-15%,3,1,80,2,12,>9 years,3,3-5 hours,3,10,>9 years,9,7-9 years,9,7-9 years,8,7-9 years
40,31-40 yrs old,No,Travel_Rarely,1124,Sales,1,0-10KM,2,Medical,1,453,2,Male,57,RM31-RM60,1,2,Sales Executive,4,Married,7457,RM5001-RM10000,13273,2,0-2,Y,Yes,22,>20%,4,3,80,3,6,4-6 years,2,0-2 hours,2,4,4-6 years,3,0-3 years,0,0-3 years,2,0-3 years
29,21-30 yrs old,Yes,Travel_Rarely,318,Research & Development,8,0-10KM,4,Other,1,454,2,Male,77,RM61-RM90,1,1,Laboratory Technician,1,Married,2119,RM0-RM5000,4759,1,0-2,Y,Yes,11,11-15%,3,4,80,0,7,7-9 years,4,3-5 hours,2,7,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
29,21-30 yrs old,No,Travel_Rarely,738,Research & Development,9,0-10KM,5,Other,1,455,2,Male,30,RM0-RM30,2,1,Laboratory Technician,4,Single,3983,RM0-RM5000,7621,0,0-2,Y,No,17,16-20%,3,3,80,0,4,4-6 years,2,0-2 hours,3,3,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
30,21-30 yrs old,No,Travel_Rarely,570,Sales,5,0-10KM,3,Marketing,1,456,4,Female,30,RM0-RM30,2,2,Sales Executive,3,Divorced,6118,RM5001-RM10000,5431,1,0-2,Y,No,13,11-15%,3,3,80,3,10,>9 years,2,0-2 hours,3,10,>9 years,9,7-9 years,1,0-3 years,2,0-3 years
27,21-30 yrs old,No,Travel_Rarely,1130,Sales,8,0-10KM,4,Marketing,1,458,2,Female,56,RM31-RM60,3,2,Sales Executive,2,Married,6214,RM5001-RM10000,3415,1,0-2,Y,No,18,16-20%,3,1,80,1,8,7-9 years,3,3-5 hours,3,8,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
37,31-40 yrs old,No,Travel_Rarely,1192,Research & Development,5,0-10KM,2,Medical,1,460,4,Male,61,RM61-RM90,3,2,Manufacturing Director,4,Divorced,6347,RM5001-RM10000,23177,7,>5,Y,No,16,16-20%,3,3,80,2,8,7-9 years,2,0-2 hours,2,6,4-6 years,2,0-3 years,0,0-3 years,4,4-6 years
38,31-40 yrs old,No,Travel_Rarely,343,Research & Development,15,11-20KM,2,Life Sciences,1,461,3,Male,92,>RM90,2,3,Research Director,4,Divorced,11510,RM10001-RM15000,15682,0,0-2,Y,Yes,14,11-15%,3,2,80,1,12,>9 years,3,3-5 hours,3,11,>9 years,10,>9 years,2,0-3 years,9,7-9 years
31,31-40 yrs old,No,Travel_Rarely,1232,Research & Development,7,0-10KM,4,Medical,1,462,3,Female,39,RM31-RM60,3,3,Manufacturing Director,4,Single,7143,RM5001-RM10000,25713,1,0-2,Y,Yes,14,11-15%,3,3,80,0,11,>9 years,2,0-2 hours,2,11,>9 years,9,7-9 years,4,4-6 years,10,>9 years
29,21-30 yrs old,No,Travel_Rarely,144,Sales,10,0-10KM,1,Marketing,1,463,4,Female,39,RM31-RM60,2,2,Sales Executive,2,Divorced,8268,RM5001-RM10000,11866,1,0-2,Y,Yes,14,11-15%,3,1,80,2,7,7-9 years,2,0-2 hours,3,7,7-9 years,7,7-9 years,1,0-3 years,7,7-9 years
35,31-40 yrs old,No,Travel_Rarely,1296,Research & Development,5,0-10KM,4,Technical Degree,1,464,3,Male,62,RM61-RM90,3,3,Manufacturing Director,2,Single,8095,RM5001-RM10000,18264,0,0-2,Y,No,13,11-15%,3,4,80,0,17,>9 years,5,3-5 hours,3,16,>9 years,6,4-6 years,0,0-3 years,13,>9 years
23,21-30 yrs old,No,Travel_Rarely,1309,Research & Development,26,>20KM,1,Life Sciences,1,465,3,Male,83,RM61-RM90,3,1,Research Scientist,4,Divorced,2904,RM0-RM5000,16092,1,0-2,Y,No,12,11-15%,3,3,80,2,4,4-6 years,2,0-2 hours,2,4,4-6 years,2,0-3 years,0,0-3 years,2,0-3 years
41,41-50 yrs old,No,Travel_Rarely,483,Research & Development,6,0-10KM,3,Medical,1,466,4,Male,95,>RM90,2,2,Manufacturing Director,2,Single,6032,RM5001-RM10000,10110,6,>5,Y,Yes,15,11-15%,3,4,80,0,8,7-9 years,3,3-5 hours,3,5,4-6 years,4,4-6 years,1,0-3 years,2,0-3 years
47,41-50 yrs old,No,Travel_Frequently,1309,Sales,4,0-10KM,1,Medical,1,467,2,Male,99,>RM90,3,2,Sales Representative,3,Single,2976,RM0-RM5000,25751,3,3-5,Y,No,19,16-20%,3,1,80,0,5,4-6 years,3,3-5 hours,3,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
42,41-50 yrs old,No,Travel_Rarely,810,Research & Development,23,>20KM,5,Life Sciences,1,468,1,Female,44,RM31-RM60,3,4,Research Director,4,Single,15992,>RM15000,15901,2,0-2,Y,No,14,11-15%,3,2,80,0,16,>9 years,2,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
29,21-30 yrs old,No,Non-Travel,746,Sales,2,0-10KM,3,Life Sciences,1,469,4,Male,61,RM61-RM90,3,2,Sales Executive,3,Married,4649,RM0-RM5000,16928,1,0-2,Y,No,14,11-15%,3,1,80,1,4,4-6 years,3,3-5 hours,2,4,4-6 years,3,0-3 years,0,0-3 years,2,0-3 years
42,41-50 yrs old,No,Travel_Rarely,544,Human Resources,2,0-10KM,1,Technical Degree,1,470,3,Male,52,RM31-RM60,3,1,Human Resources,3,Divorced,2696,RM0-RM5000,24017,0,0-2,Y,Yes,11,11-15%,3,3,80,1,4,4-6 years,5,3-5 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,0,0-3 years
32,31-40 yrs old,No,Travel_Rarely,1062,Research & Development,2,0-10KM,3,Medical,1,471,3,Female,75,RM61-RM90,3,1,Laboratory Technician,2,Married,2370,RM0-RM5000,3956,1,0-2,Y,No,13,11-15%,3,3,80,1,8,7-9 years,4,3-5 hours,3,8,7-9 years,0,0-3 years,0,0-3 years,7,7-9 years
48,41-50 yrs old,No,Travel_Rarely,530,Sales,29,>20KM,1,Medical,1,473,1,Female,91,>RM90,3,3,Manager,3,Married,12504,RM10001-RM15000,23978,3,3-5,Y,No,21,>20%,4,2,80,1,15,>9 years,3,3-5 hours,1,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
37,31-40 yrs old,No,Travel_Rarely,1319,Research & Development,6,0-10KM,3,Medical,1,474,3,Male,51,RM31-RM60,4,2,Research Scientist,1,Divorced,5974,RM5001-RM10000,17001,4,3-5,Y,Yes,13,11-15%,3,1,80,2,13,>9 years,2,0-2 hours,3,7,7-9 years,7,7-9 years,6,4-6 years,7,7-9 years
30,21-30 yrs old,No,Non-Travel,641,Sales,25,>20KM,2,Technical Degree,1,475,4,Female,85,RM61-RM90,3,2,Sales Executive,3,Married,4736,RM0-RM5000,6069,7,>5,Y,Yes,12,11-15%,3,2,80,1,4,4-6 years,2,0-2 hours,4,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
26,21-30 yrs old,No,Travel_Rarely,933,Sales,1,0-10KM,3,Life Sciences,1,476,3,Male,57,RM31-RM60,3,2,Sales Executive,3,Married,5296,RM5001-RM10000,20156,1,0-2,Y,No,17,16-20%,3,2,80,1,8,7-9 years,3,3-5 hours,3,8,7-9 years,7,7-9 years,7,7-9 years,7,7-9 years
42,41-50 yrs old,No,Travel_Rarely,1332,Research & Development,2,0-10KM,4,Other,1,477,1,Male,98,>RM90,2,2,Healthcare Representative,4,Single,6781,RM5001-RM10000,17078,3,3-5,Y,No,23,>20%,4,2,80,0,14,>9 years,6,>5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
21,21-30 yrs old,Yes,Travel_Frequently,756,Sales,1,0-10KM,1,Technical Degree,1,478,1,Female,99,>RM90,2,1,Sales Representative,2,Single,2174,RM0-RM5000,9150,1,0-2,Y,Yes,11,11-15%,3,3,80,0,3,0-3 years,3,3-5 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
36,31-40 yrs old,No,Non-Travel,845,Sales,1,0-10KM,5,Medical,1,479,4,Female,45,RM31-RM60,3,2,Sales Executive,4,Single,6653,RM5001-RM10000,15276,4,3-5,Y,No,15,11-15%,3,2,80,0,7,7-9 years,6,>5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
36,31-40 yrs old,No,Travel_Frequently,541,Sales,3,0-10KM,4,Medical,1,481,1,Male,48,RM31-RM60,2,3,Sales Executive,4,Married,9699,RM5001-RM10000,7246,4,3-5,Y,No,11,11-15%,3,1,80,1,16,>9 years,2,0-2 hours,3,13,>9 years,9,7-9 years,1,0-3 years,12,>9 years
57,>50 yrs old,No,Travel_Rarely,593,Research & Development,1,0-10KM,4,Medical,1,482,4,Male,88,RM61-RM90,3,2,Healthcare Representative,3,Married,6755,RM5001-RM10000,2967,2,0-2,Y,No,11,11-15%,3,3,80,0,15,>9 years,2,0-2 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
40,31-40 yrs old,No,Travel_Rarely,1171,Research & Development,10,0-10KM,4,Life Sciences,1,483,4,Female,46,RM31-RM60,4,1,Laboratory Technician,3,Married,2213,RM0-RM5000,22495,3,3-5,Y,Yes,13,11-15%,3,3,80,1,10,>9 years,3,3-5 hours,3,7,7-9 years,7,7-9 years,1,0-3 years,7,7-9 years
21,21-30 yrs old,No,Non-Travel,895,Sales,9,0-10KM,2,Medical,1,484,1,Male,39,RM31-RM60,3,1,Sales Representative,4,Single,2610,RM0-RM5000,2851,1,0-2,Y,No,24,>20%,4,3,80,0,3,0-3 years,3,3-5 hours,2,3,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
33,31-40 yrs old,Yes,Travel_Rarely,350,Sales,5,0-10KM,3,Marketing,1,485,4,Female,34,RM31-RM60,3,1,Sales Representative,3,Single,2851,RM0-RM5000,9150,1,0-2,Y,Yes,13,11-15%,3,2,80,0,1,0-3 years,2,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
37,31-40 yrs old,No,Travel_Rarely,921,Research & Development,10,0-10KM,3,Medical,1,486,3,Female,98,>RM90,3,1,Laboratory Technician,1,Married,3452,RM0-RM5000,17663,6,>5,Y,No,20,16-20%,4,2,80,1,17,>9 years,3,3-5 hours,3,5,4-6 years,4,4-6 years,0,0-3 years,3,0-3 years
46,41-50 yrs old,No,Non-Travel,1144,Research & Development,7,0-10KM,4,Medical,1,487,3,Female,30,RM0-RM30,3,2,Manufacturing Director,3,Married,5258,RM5001-RM10000,16044,2,0-2,Y,No,14,11-15%,3,3,80,0,7,7-9 years,2,0-2 hours,4,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
41,41-50 yrs old,Yes,Travel_Frequently,143,Sales,4,0-10KM,3,Marketing,1,488,1,Male,56,RM31-RM60,3,2,Sales Executive,2,Single,9355,RM5001-RM10000,9558,1,0-2,Y,No,18,16-20%,3,3,80,0,8,7-9 years,5,3-5 hours,3,8,7-9 years,7,7-9 years,7,7-9 years,7,7-9 years
50,41-50 yrs old,No,Travel_Rarely,1046,Research & Development,10,0-10KM,3,Technical Degree,1,491,4,Male,100,>RM90,2,3,Healthcare Representative,4,Single,10496,RM10001-RM15000,2755,6,>5,Y,No,15,11-15%,3,4,80,0,20,>9 years,2,0-2 hours,3,4,4-6 years,3,0-3 years,1,0-3 years,3,0-3 years
40,31-40 yrs old,Yes,Travel_Rarely,575,Sales,22,>20KM,2,Marketing,1,492,3,Male,68,RM61-RM90,2,2,Sales Executive,3,Married,6380,RM5001-RM10000,6110,2,0-2,Y,Yes,12,11-15%,3,1,80,2,8,7-9 years,6,>5 hours,3,6,4-6 years,4,4-6 years,1,0-3 years,0,0-3 years
31,31-40 yrs old,No,Travel_Rarely,408,Research & Development,9,0-10KM,4,Life Sciences,1,493,3,Male,42,RM31-RM60,2,1,Research Scientist,2,Single,2657,RM0-RM5000,7551,0,0-2,Y,Yes,16,16-20%,3,4,80,0,3,0-3 years,5,3-5 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
21,21-30 yrs old,Yes,Travel_Rarely,156,Sales,12,11-20KM,3,Life Sciences,1,494,3,Female,90,RM61-RM90,4,1,Sales Representative,2,Single,2716,RM0-RM5000,25422,1,0-2,Y,No,15,11-15%,3,4,80,0,1,0-3 years,0,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
29,21-30 yrs old,No,Travel_Rarely,1283,Research & Development,23,>20KM,3,Life Sciences,1,495,4,Male,54,RM31-RM60,3,1,Research Scientist,4,Single,2201,RM0-RM5000,18168,9,>5,Y,No,16,16-20%,3,4,80,0,6,4-6 years,4,3-5 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
35,31-40 yrs old,No,Travel_Rarely,755,Research & Development,9,0-10KM,4,Life Sciences,1,496,3,Male,97,>RM90,2,2,Healthcare Representative,2,Single,6540,RM5001-RM10000,19394,9,>5,Y,No,19,16-20%,3,3,80,0,10,>9 years,5,3-5 hours,3,1,0-3 years,1,0-3 years,0,0-3 years,0,0-3 years
27,21-30 yrs old,No,Travel_Rarely,1469,Research & Development,1,0-10KM,2,Medical,1,497,4,Male,82,RM61-RM90,3,1,Laboratory Technician,2,Divorced,3816,RM0-RM5000,17881,1,0-2,Y,No,11,11-15%,3,2,80,1,5,4-6 years,2,0-2 hours,3,5,4-6 years,2,0-3 years,0,0-3 years,4,4-6 years
28,21-30 yrs old,No,Travel_Rarely,304,Sales,9,0-10KM,4,Life Sciences,1,498,2,Male,92,>RM90,3,2,Sales Executive,4,Single,5253,RM5001-RM10000,20750,1,0-2,Y,No,16,16-20%,3,4,80,0,7,7-9 years,1,0-2 hours,3,7,7-9 years,5,4-6 years,0,0-3 years,7,7-9 years
49,41-50 yrs old,No,Travel_Rarely,1261,Research & Development,7,0-10KM,3,Other,1,499,2,Male,31,RM31-RM60,2,3,Healthcare Representative,3,Single,10965,RM10001-RM15000,12066,8,>5,Y,No,24,>20%,4,3,80,0,26,>9 years,2,0-2 hours,3,5,4-6 years,2,0-3 years,0,0-3 years,0,0-3 years
51,>50 yrs old,No,Travel_Rarely,1178,Sales,14,11-20KM,2,Life Sciences,1,500,3,Female,87,RM61-RM90,3,2,Sales Executive,4,Married,4936,RM0-RM5000,14862,4,3-5,Y,No,11,11-15%,3,3,80,1,18,>9 years,2,0-2 hours,2,7,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
